,date,developerResponse,review,rating,isEdited,userName,title
340,2023-05-24 12:29:42,,"Thích shoppee
Nhưng ít mã với voucher quá",4,False,linh nga😷🍀💪🍀🍀,Nhận xét
341,2023-07-10 15:36:25,"{'id': 37620832, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Shopee xin ghi nhận ý kiến của bạn để cải thiện ứng dụng và chất lượng dịch vụ hơn nữa. Để có thể hỗ trợ bạn nhanh chóng và hiệu quả nhất, hãy chia sẻ thông tin chi tiết về vấn đề của bạn qua link https://shopee.vn/tro-giup giúp shopee nhé. Xin cảm ơn.', 'modified': '2023-07-12T01:30:51Z'}","Đặt bỉm cho con mà đợi mòn mỏi, trong khi shop ở nội thành cùng nhau. Bên vận chuyển làm việc quá mất thời gian, báo đơn hàng đang giao đến bạn, sau đó báo tiếp giao không thành công do khách hàng hẹn lại ngày khác. Trong khi KHÔNG HỀ NHẬN ĐƯỢC CUỘC GỌI HAY CÁI BẤM CHUÔNG CỬA TỪ SHIPER. Đợi qua đơj lại cả tuần không thấy đơn có dấu hiệu đi giao. Quá tệ",1,False,ntspiderman.231,Tự ý báo giao hàng không thành công
342,2023-07-08 11:53:14,"{'id': 37566659, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Shopee xin ghi nhận ý kiến của bạn để cải thiện ứng dụng và chất lượng dịch vụ hơn nữa. Để có thể hỗ trợ bạn nhanh chóng và hiệu quả nhất, hãy chia sẻ thông tin chi tiết về vấn đề của bạn qua link https://shopee.vn/tro-giup giúp shopee nhé. Xin cảm ơn.', 'modified': '2023-07-10T02:19:24Z'}",Đb nhuncc,1,False,sope lozz f02 cm nhà m,Như lozz Dcm sope lozz
343,2023-07-07 14:28:51,"{'id': 37555416, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Shopee xin ghi nhận ý kiến của bạn để cải thiện ứng dụng và chất lượng dịch vụ hơn nữa. Để có thể hỗ trợ bạn nhanh chóng và hiệu quả nhất, hãy chia sẻ thông tin chi tiết về vấn đề của bạn qua link https://shopee.vn/tro-giup giúp shopee nhé. Xin cảm ơn.', 'modified': '2023-07-09T03:29:58Z'}",Quá là tệ...,1,False,star baotran,Chán
344,2023-07-07 09:48:07,"{'id': 29883954, 'body': 'Chào bạn arisakomiya, cảm ơn bạn đã phản hồi. Phí vận chuyển được tính theo khối lượng, kích thước khi đóng gói và khoảng cách giữa người bán và người mua, Shopee sẽ cố gắng tìm ra giải pháp hỗ trợ người dùng tốt hơn, thể lệ chương trình miễn phí vận chuyển, bạn tham khảo tại: https://shopee.vn/events3/code/1441554913/', 'modified': '2022-05-22T01:12:06Z'}",Rác ứng dụng,1,True,arisakomiya,Làm ăn chán
345,2023-07-07 08:37:43,"{'id': 37555435, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Shopee xin ghi nhận ý kiến của bạn để cải thiện ứng dụng và chất lượng dịch vụ hơn nữa. Để có thể hỗ trợ bạn nhanh chóng và hiệu quả nhất, hãy chia sẻ thông tin chi tiết về vấn đề của bạn qua link https://shopee.vn/tro-giup giúp shopee nhé. Xin cảm ơn.', 'modified': '2023-07-09T03:31:23Z'}","App không quản lí chặt chẽ việc pr, quảng cáo. Dẫn đến việc các trang web lậu, cấm chèn quảng cáo dẫn link đến shopee, gây phiền nhiễu, ức chế.",1,False,Btek1419,Liên kết quảng cáo dẫn đến shopee quá nhiều
346,2023-06-27 10:37:59,"{'id': 37389231, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Shopee xin ghi nhận ý kiến của bạn để cải thiện ứng dụng và chất lượng dịch vụ hơn nữa. Để có thể hỗ trợ bạn nhanh chóng và hiệu quả nhất, hãy chia sẻ thông tin chi tiết về vấn đề của bạn qua link https://shopee.vn/tro-giup giúp shopee nhé. Xin cảm ơn.', 'modified': '2023-06-29T01:42:26Z'}","Rất là hỗ trợ luôn, đã nói không có nick rồi mà, nhắn mail không trả lời, hỗ trợ không đúng, xong rồi nói chưa nhận được thông tin phản hồi bê kết thúc yêu cầu? Vậy nhắn mail không trả lời???",1,False,Nguyet is me,Hỗ trợ khách hàng
347,2023-06-12 05:15:17,"{'id': 37093473, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Shopee xin ghi nhận ý kiến của bạn để cải thiện ứng dụng và chất lượng dịch vụ hơn nữa. Để có thể hỗ trợ bạn nhanh chóng và hiệu quả nhất, hãy chia sẻ thông tin chi tiết về vấn đề của bạn qua link https://shopee.vn/tro-giup giúp shopee nhé. Xin cảm ơn.', 'modified': '2023-06-13T11:07:48Z'}","Shipper tỏ thái độ, thiếu tôn trọng , còn nói không giao cho mình nếu mình đặt hàng , bộ tui lấy hàng mắc nợ của ông hay gì ??? Cần xem lại bản thân",1,False,abc𖣘,Tôn trọng khách hàng đi anh shipper nhé
348,2023-06-12 02:54:50,"{'id': 37093474, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Shopee xin ghi nhận ý kiến của bạn để cải thiện ứng dụng và chất lượng dịch vụ hơn nữa. Để có thể hỗ trợ bạn nhanh chóng và hiệu quả nhất, hãy chia sẻ thông tin chi tiết về vấn đề của bạn qua link https://shopee.vn/tro-giup giúp shopee nhé. Xin cảm ơn.', 'modified': '2023-06-13T11:07:51Z'}",Tôi đã bị khoá 2 tài khoản trong khi không vi phạm bất kì chính sách nào. Làm mất thời gian và thông tin cá nhân,1,False,Mimixx2,Khoá tài khoản không có lí do. Đó là sự thiếu tôn trọng người dùng.
349,2023-06-11 17:59:22,"{'id': 37081558, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Shopee xin ghi nhận ý kiến của bạn để cải thiện ứng dụng và chất lượng dịch vụ hơn nữa. Để có thể hỗ trợ bạn nhanh chóng và hiệu quả nhất, hãy chia sẻ thông tin chi tiết về vấn đề của bạn qua link https://shopee.vn/tro-giup giúp shopee nhé. Xin cảm ơn.', 'modified': '2023-06-13T01:29:42Z'}",T làm gì sai mà khóa tk t vậy,1,False,Kageyama của tao nhé =))),💢
350,2023-06-04 04:55:51,"{'id': 36939880, 'body': 'Chào bạn, cảm ơn bạn đã phản hồi. Shopee xin ghi nhận ý kiến của bạn để cải thiện ứng dụng và chất lượng dịch vụ hơn nữa. Để có thể hỗ trợ bạn nhanh chóng và hiệu quả nhất, hãy chia sẻ thông tin chi tiết về vấn đề của bạn qua link https://shopee.vn/tro-giup giúp shopee nhé. Xin cảm ơn.', 'modified': '2023-06-05T18:10:16Z'}",Khi đặt hàng mà lưu phiếu giảm giá vào là không được nó báo mã (m02) chả hiểu làm ra mấy cái phiếu kia để làm gì không biết,1,False,văn tử,Mã(m02)
351,2023-05-28 03:09:09,,Phí vận chuyển hồi lúc shope mới ra mắt tầm 3 năm với giá 20000vnd đã cao rồi bây h dù mua tỉnh xa hay gần vẫn 32000vnd tệ can ngày càn phí lên giá,1,False,Kẻ huỷ diệt shiper,Phí vận chuyển bây h rất cao lên đến 32vnd
352,2023-05-28 02:25:38,,Rất thích Shoppe nhưng giờ sẽ chuyển sang Lazada vì Shoppe hợp tác với lươn chúa,1,False,Chén thần lươn lẹo 13,Vì bạn xứng đáng
353,2023-05-28 02:22:00,,Brand lớn mà hợp tác với koc bẩn. Coi thường người tiêu dùng,1,False,Biệt đội diệt lươn,Tẩy chay vì hợp tác với võ hà linh
354,2023-05-27 16:06:21,,Ứng dụng rẻ rách dcm bọn phát triển ứng dụng với cả 1 số shop trong shopee mall bán hàng nhái hàng đểu mà vẫn lên mall,1,False,supoherosieunhan,Ứng dụng rẻ rách
355,2023-04-15 12:28:32,,Đề nghị huỷ tất cả hình ảnh nhãn hàng của kẻ sát mõm “võ hà lươn “ khỏi tất cả quảng cáo của shoppe hoặc các nhãn hàng hợp tác trên sàn. Chúng tôi ko chấp nhận để hình ảnh kẻ đó.Kẻ đó phải nghỉ tất cả rv rồi về với căn phòng 10m2 sống mới đáng .,2,False,Linh vjt,Võ Hà Lươn
356,2023-05-24 10:34:25,,"dịch vụ giao hàng bên shopee thật sự rất tệ ạ, không có nhân viên hỗ trợ liên hệ, toàn tin nhắn tự động, shipper h thành má thiên hạ, không cho người mua delay giao hàng trong khi mới chỉ hẹn lại 1 lần thôi. Còn có cả vc shipper tự ý báo không liên hệ được người nhận trong khi không ai liên hệ, hoàn hàng trở về kho =)))) bên lazada giao diện khó dùng nhưng giao hàng rất tốt nhé ạ, shopee riếc hoá mẹ thiên hạ 🤭",1,False,nh_1527,dịch vụ giao hàng
357,2023-05-24 03:10:01,,Mua áo trắng vải lưới mà giao áo vàng len tăm mà shoppe bảo mình sai nhưng bằng chứng mình chụp với đồ trắng cho thấy áo màu vàng rõ ràng dịch vụ quá tệ,1,False,Arien Pham,🙃🙃🙃
358,2023-05-14 12:36:42,,App xử lý vấn đề quá kém khoá phương thức thanh toán không lý do ! Thái độ nhân viên chăm sóc khách hàng không có chuyên môn  ! Chưa hỏi xong vấn đề đã tự động kết thúc trò truyện vấn đề vẫn không được giải quyết ! Xin chào 1 vé xoá vĩnh viễn !,1,False,thua vinagame,Kém
359,2023-05-14 12:33:13,,Bị lỗi rồi đặt hàng ko có được,1,False,dauuve,Lỗi
360,2023-03-26 00:45:52,,Hài lòng,5,False,lenguyenthi882,Mua hàng nhanh
361,2023-04-10 14:13:04,,Dạo này phí ship của shopee cao quá!!! Ko còn rẽ như trước nữa... dù mình mình shopee rất nhiều,1,False,Quỳnh Nhiiiiii,Đánh giá
362,2023-04-02 05:01:26,,app lag ko vào được phần đơn hàng,1,False,1@lon,app lag ko vào được phần đơn hàng
363,2023-04-02 04:10:17,,"Khs mấy hôm nay cứ liên tục bị treo thế?! Thoát ra vào lại vẫn treo, phải xoá đi tải lại mới vào đc 1 chút xong lại treo.",1,False,"tệ rất tệ, chán cực kỳ chán",Ứng dụng bị treo liên tục
364,2023-04-01 20:07:29,,Bị lỗi vào phàn tôi màn hình trắng bóc và ko thao tác gì đc.,3,False,Ín Di,Lag và lỗi nhiều
365,2023-04-01 19:12:10,,app lỗi liên tục không thể tìm kiếm hay sử dụng các tác vụ khác,1,False,Thanhtelsa,Nhận xét
366,2023-04-01 18:23:40,,Shopee dnay lỗi qtr k load vào mhinh chính dc luôn á. Ấn giỏ hàng ct đều k dc má ôi mua kiểu gi đây,3,False,haiz chán shopee,Không tốt
367,2023-04-01 17:46:25,,"Cập nhật xong chán quá, rất rất lag",2,False,Charlottenhi,Giật lag
368,2023-03-29 07:19:00,,"Bản update này lỗi nhiều quá. Mấy ngày nay rồi , tưới cây nông trại đa phần k tưới nước đc , tưới cho bbe cũng vậy. Cho phép truy cập danh bạ rồi mà thanh bạn bè cứ request mãi. Phần thông tin user ở page cuối thanh menu bar cuối màn hình click vào trắng màn hình. Vào phần đập kẹo cũng 1 màn hình cam không làm ăn đc gì . Dev & test làm cho kĩ trc khi build code chứ làm ăn như này bực mình quá",1,False,T tester,Lỗi hệ thống
369,2023-03-26 14:15:18,"{'id': 32664397, 'body': 'Chào bạn kieumylove55\n, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-10-19T09:37:50Z'}",Shopee vào không được toàn không có kết nối mong ad sữa lỗi ạ sử dụng WiFi mà vào không được,3,True,kieumylove55,Shoppe
370,2023-03-26 13:51:30,,"T ko bàn về việc mua bán trên Shopee, thứ mà t mún nói ở đây chính là TÌNH TRẠNG GIẬT LAG! Truy cập chưa đc 3p đã bị lag lên lag xuống, Đt còn bị nóng lên và ngốn rất nhiều pin 🙂 Nói tóm lại là “Bỗng gặp LAG trên Sộp be, toi chuyển qua dùng Lazada lúc nào ko hay!” 😾",2,False,Nạn nhân bị lạm dụng tố cáo,Cải thiện app xíu đi trời ơi!!
371,2023-03-26 12:21:01,,"Ứng dụng bị lag không thể bấm và cảm ứng được, xóa đi tải lại vẫn bị như thế. Nhưng đt vẫn sài bth mà",2,False,nguyenvothanhlam,Ứng dụng lag
372,2023-03-26 11:57:14,,"Xài mấy năm rồi mới bị trường hợp nì, xoá đi tải lại bấm đc vài cái lại đứng, tuần nay k biết xoá tải lại mấy lần rồi nữa, chắc xoá luôn",1,False,@@@Chiinhh,App bị đứng
373,2023-03-26 03:05:19,,Không áp mã giảm ship để đặt hàng được. Quá chán!!! Mã ảo,1,False,aaalinhh,Không áp mã giảm ship được
374,2023-03-26 00:59:03,,dạo gần đây shoppe toàn bị trắng màn hình,1,False,quần ưuef giv tr,lag
375,2023-03-24 07:20:50,,"Không hiểu kiểu gì mà app không thể load được, toàn ra trang trắng. Mình xoá đi cài lại vẫn bị vậy??!",5,False,Thuyduongle,App lỗi trên iphone 11
376,2023-03-25 12:55:48,,"Mấy hôm nay toàn lỗi trắng tinh, chẳng hiện ra thông tin gì, xóa đi cài lại, update các kiểu vẫn lỗi",3,False,Oiuong,Lỗi quá
377,2023-03-25 10:22:25,,Hoàn hàng shipper không đến lấy hàng khách hoàn 2 ngày liền để là không liên lạc được người lấy làm ăn chán quá trời ngta không phù hợp để nhận trông hoàn hàng mà làm ăn như đách . vận chuyển J&T,1,False,HYHYHYHY……,Vấn để hoàn hàng
378,2023-03-24 09:57:22,,"Gần tháng nay cứ lag lag , tìm kiếm gì cũng không được , vào giỏ hàng cũng không được, xoá đi tải lại vẫn lỗi. Cần khắc phục gấp",2,False,hj4567,Quá chán với shoppee
379,2023-03-23 15:04:55,,Không vào giỏ hàng không mua đồ dc suốt ngày tải lại trang. Mã đã ít còn lỗi nữa qua laz cho khoẻ,1,False,tinh`,App lỗi rồi
380,2023-01-17 14:20:16,,Shoppe có nhiều món đồ thú vị nhưng cũng có rất nhiều món đồ lừa đảo,4,False,ark New map,Lừa đảo
381,2023-03-22 23:30:20,,"Dạo này vào app cứ toàn 1 mảng trắng,ko tưới cây hay nhận xu đc nhà phát triển phải khắc phục đi chứ",3,False,tẩy chay k12 online,Tự nhiên bị lỗi
382,2023-03-20 07:04:44,"{'id': 29593945, 'body': 'Chào bạn thsmdb, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-05-06T10:20:26Z'}","Tk mua hàng shopee 3-4 năm rồi tự nhiên khoá, khách đã chứng minh khách chỉ có 1 tk duy nhất mà cung k chịu. Mua hàng bán hàng mang lại doanh thu cho shopee mà shopee lại khoá khách.
Ở đâu khách hàng là thượng đế chứ ở sàn shopee, khách hàng là muỗi: đập lúc nào đập, chết thôi!",1,True,thsmdb,Khoá tk vô lý
383,2023-03-15 15:07:26,,kh làm gì cũng bị khoá acc,1,False,ksbsjkanxjnx,tệ!
384,2023-03-13 11:25:33,,Không làm gì cũng bị khoá tài khoản là sao ạ?,1,False,mihtuytt,Tài khoản bị f02
385,2023-03-10 10:53:43,"{'id': 35331898, 'body': 'Chào bạn uuuuyhh, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2023-03-12T02:18:52Z'}",Dùng mã giảm giá xong cứ tự nhiên bị khoá nick chả hiểu,1,False,uuuuyhh,Khoá nick ko lí do luôn
386,2023-03-04 12:58:26,"{'id': 35214959, 'body': 'Chào bạn duck2122, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2023-03-06T01:58:26Z'}",đổi mỗi từ wifi sang 4g bị f02 chả hiểu thà dùng lazada vs tiki còn hơn,1,False,duck2122,Ứng dụng quá rác
387,2023-03-03 11:21:34,"{'id': 35204725, 'body': 'Chào bạn taolathuy, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2023-03-05T02:13:09Z'}",Tự nhiên khoá vĩnh viễn tài khoản người dùng là sao ?:)),1,False,taolathuy,.
388,2023-02-19 11:20:40,,"Quy Trình Hoàn trả có vấn đề quá lớn khi yêu cầu người mua phải chọn quá nhiều khi đã có yêu cầu trả hàng, không thông báo rõ ràng cụ thể dẫn tới khách hàng bị miss thông tin",1,False,vietkute02,Quy trình hoàn trả có vấn đề
389,2023-02-13 12:24:23,,Ok,5,False,zxcvhwjwnfbfkr,Ok
390,2023-02-02 12:33:08,,"ủa tại sao mà cứ bắt người ta cập nhập phiên bản mới nhưng đâu có đâu ??? 
cứ thanh toán lại phiên bản lỗi là sao",1,False,quynhanh357,phiên bản lỗi
391,2023-01-17 10:33:36,,Mình đã xoá đi và tải lại vẫn k thấy hiện mục vào chăm cây app giống như đang hạn chế người tích xu vây :)),1,False,tuancoicb,Không thấy hiển thị vào chăm cây tích xu
392,2023-01-11 08:19:25,,"App giật lag nặng, hàng giả,giá cao, khoá nick liên tục, hạn chế lượt mua, mã giảm giá không dùng được,xoá app đi mng ơi",1,False,baby em thích được chê,Phèn mãi phèn
393,2023-01-11 02:19:03,,"ko tiếp nhận ý kiến khách hàng, tính năng còn thiếu rất nhiều, shopeefood load chậm. Chất lượng hỗ trợ nay kém quá, đợi cả tiếng mới dc tư vấn, bên giao hàng Ninja ko thèm giao đơn hàng mặc dù hối thúc nhiều lần",1,False,mrtruong1994,chất lượng hiện tại kém cực kỳ
394,2023-01-09 15:32:28,,"Thấy sản phẩm 1k nhìn có vẻ hời đặt xong bị khoá tk vì lạm dụng qq gì đó:)) mới tạo tk chưa được bao lâu mà chính shopee cản ko cho mình sử dụng rồi, vĩnh biệt.",1,False,blkđ,Ngộ ha
395,2023-01-06 00:42:25,,"Đơn thanh toán shoppe pay trước bộ phận giao hàng không giao làm mất hàng. Bộ phận shoppe không giải quyết được gây mất hàng mất tiền của khách hàng... quá tồi tệ, mọi người nên cảnh giác đừng quá tin tưởng!",1,False,nsnbs hsh,Thái độ làm việc
396,2022-12-27 15:05:30,"{'id': 26119938, 'body': 'Chào bạn ,cảm ơn bạn đã phản hồi. Shopee rất vui khi nhận được góp ý tích cực từ bạn. Shopee sẽ cố gắng hoàn thiện để đem đến trải nghiệm tốt hơn đến người dùng ạ. Nếu cần hỗ trợ, bạn liên hệ trực tiếp qua https://shopee.vn/tro-giup giúp Shopee nhé', 'modified': '2021-11-07T09:35:23Z'}","Thứ 1, khâu vận chuyển ko cho khách có quyền lựa chọn đơn vị vận chuyển như trước đây.
Thứ 2, khâu giải quyết khiếu nại trả hàng giữa người bán và mua quá nhiều thủ tục rườm rà,phức tạp.
Thứ 3, các phiếu giảm giá vận chuyển khi mua hàng của khách ko áp dụng được 100% đối với các shop bán hàng trên shopee(vd: tôi cần mua sp của shop này vì rẻ hơn shop khác nhưng lại ko áp mã miễn phí ship được nhưng lại áp mã miễn phí ship đối với cái shop lại có giá cao hơn).
Thứ 4, mua hàng và đánh giá sp để nhận xu cũng rất khó khăn đòi hỏi chụp chuẩn rõ nét và sáng cực sáng chứ sáng vừa ko chịu nha.",1,True,Phục sinh,Có thay đổi nhưng càng thay đổi càng phức tạp
397,2022-11-20 09:09:04,"{'id': 33293253, 'body': 'Chào bạn bảongoc0222, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-11-22T01:07:24Z'}",Shop tôi đã bán trở lại nhưng họ ko cho chỉnh sửa hàng,1,False,bảongoc0222,Quá tệ
398,2022-11-20 05:48:38,"{'id': 33293157, 'body': 'Chào bạn bui piter, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-11-22T00:55:10Z'}","Con bà dòng họ nhà mày, quảng cáo ít thôi, kêu mọi mọi người tẩy chay shopeee, cho nó sập luôn đi",1,False,bui piter,Tẩy chay
399,2022-11-20 01:19:09,"{'id': 33275448, 'body': 'Chào bạn , cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-11-21T09:30:40Z'}",Sọp pe như con cac,1,False,baozhi đi tù bú cu quản ngục,Chê
400,2022-09-25 03:22:34,"{'id': 32233952, 'body': 'Chào bạn chamthanhle, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-09-26T12:11:29Z'}","Dạo này viết phản hồi đánh giá sản phẩm mà tải không được ảnh nên không đánh giá được, mình mua toàn đồ đắt mà muốn đánh giá khách quan mà không được :(",4,False,chamthanhle,CHẤT LƯỢNG APP
401,2022-11-19 16:04:00,"{'id': 33265499, 'body': 'Chào bạn iuanhvailoneee, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-11-21T01:29:45Z'}","T mới quay được mã giảm 15k mà lúc mua không dùng được dù đơn đã trên 50k, shopee toàn lừa đảo=))",1,False,iuanhvailoneee,Không dùng được voucher
402,2022-11-17 20:27:12,"{'id': 33249563, 'body': 'Chào bạn @₫:8(&9370, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-11-19T09:22:23Z'}","Phí sàn cao, đổi trả hàng bất lợi cho shop",1,False,@₫:8(&9370,Chính sách đổi trả hàng ngu
403,2022-11-17 17:45:51,"{'id': 33249577, 'body': 'Chào bạn\nGái81, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-11-19T09:24:59Z'}",Cho mã dữ dô bấm xài cái để lỗi,1,False,Gái81,Ăn quần què người ta
404,2022-10-19 07:17:42,"{'id': 32699909, 'body': 'Chào bạn HuyEnnz202, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-10-21T01:29:52Z'}",Đã nửa tháng rồi thông báo là trong 24h sẽ hoàn tiền mà cả nửa tháng r chưa thấy hoàn ???? Shopee làm ăn quá tệ,1,False,HuyEnnz202,Hoàn tiền
405,2022-10-10 17:37:21,"{'id': 32522166, 'body': 'Chào bạn cskh làm việc tệ, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-10-12T02:29:16Z'}",Nhân viên cskh làm việc thiếu chuyên nghiệp. CSKH Thu Hằng trao đổi với khách k có thiện chí muốn hỗ trợ.,1,False,cskh làm việc tệ,TỆ
406,2022-10-10 17:01:15,"{'id': 32522140, 'body': 'Chào bạn dmkdng, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-10-12T02:27:07Z'}","Chăm sóc khách hàng và giải quyết vấn đề quá tệ,mặc dù đã báo cáo 3 lần ngay từ khi xảy ra vấn đề với shipper. Mình đã chuyển qua hoàn toàn sử dụng Lazada vì những nhân viên bên shopee đã đẩy khách sử dụng Lazada.Mình đã sử dụng Shopee kể từ năm 2016, lúc đó chăm sóc khách hàng rất tốt và bây giờ siêu tệ.",1,False,dmkdng,Bad service!
407,2022-10-10 16:26:17,"{'id': 32522141, 'body': 'Chào bạn iuhochihiu, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-10-12T02:27:25Z'}","Nạp tiền vào shopee pay, số dư còn 256k nhưng app k cho rút =)) lừa đảo , thất vọng , 1 bầy lừa đảo mọi người nên cẩn trọng",1,False,iuhochihiu,App lừa đảo chiếm đoạt tài sản
408,2022-10-10 13:58:35,"{'id': 32522122, 'body': 'Chào bạn KyyyyTtooooooo, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-10-12T02:25:26Z'}",Mở ra săn sale cho voucher nhưng lúc nào cũng hết còn 1% vậy săn làm gì. Định làm tăng tương tác nhưng bớt mất dạy lại đi.,1,False,KyyyyTtooooooo,GIẢ DỐI
409,2022-10-09 11:48:06,"{'id': 32495956, 'body': 'Chào bạn avan.thz, cảm ơn phản hồi của bạn ạ. Shopee xin chia sẻ sự bất tiện cùng bạn khi có trải nghiệm chưa tốt tại Shopee. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup và cung cấp thông tin cụ thể để Shopee kiểm tra cho bạn nhé', 'modified': '2022-10-11T01:21:46Z'}","không hoàn tiền khi trả hàngg, ét ô étt, mất luôn tiền😢😢",3,False,avan.thz,k hoàn tiền khi trã hàng
410,2022-09-16 13:55:42,"{'id': 32086264, 'body': 'Chào bạn ttttttttttt@, cảm ơn bạn đã phản hồi. Shopee xin ghi nhận ý kiến của bạn để tiếp tục phát triển ứng dụng và dịch vụ tốt hơn trong tương lai. Bạn vui lòng liên hệ trực tiếp qua https://shopee.vn/tro-giup để được hỗ trợ chu đáo hơn giúp Shopee nhé', 'modified': '2022-09-19T01:38:27Z'}",Chính sách của shopee quá chán không giải quyết phản hồi thoả đáng như kiểu không muốn khách hàng dùng nữa vậy,1,False,ttttttttttt@,Chính sách shopee cần phải thay đổi
